SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF
110000,5,1776,3,888,1584
103000,4,1208,2,539,780
236500,8,1616,2,608,1595
187500,7,1146,2,438,868
222500,7,2031,2,541,1153
131400,5,1144,1,264,864
108000,5,948,1,300,948
163000,7,1768,2,320,880
93500,3,1040,2,400,0
239900,8,1801,3,800,893
179000,5,1200,0,0,1200
190000,7,1728,2,572,864
132000,5,1432,2,360,264
142000,6,912,1,288,912
179000,7,1349,2,539,1349
175000,5,1464,2,480,520
180000,8,1337,2,462,1337
299800,8,2715,2,831,1142
236000,7,2256,2,554,952
265979,7,2640,4,864,1240
260400,7,1720,2,527,1720
98000,4,1529,1,240,0
96500,4,1140,0,0,576
162000,7,1320,2,400,660
217000,6,1494,2,576,1479
275500,8,2098,3,878,1030
156000,6,1026,2,440,1026
172500,6,1471,2,440,729
212000,8,1768,2,578,866
158900,6,1386,2,440,672
179400,7,1501,2,440,744
290000,8,2531,3,752,1318
127500,6,864,1,300,864
100000,5,1301,2,440,1145
215200,7,1547,2,614,756
337000,8,2365,3,856,1252
270000,8,1494,2,481,1494
264132,9,1506,2,592,1498
196500,7,1714,2,496,980
160000,6,1750,1,423,983
216837,7,1836,2,484,1860
538000,8,3279,3,841,1650
134900,5,858,2,576,858
102000,4,1220,2,396,836
107000,6,1117,2,672,1029
114500,5,912,1,275,912
395000,8,1973,3,895,1935
162000,6,1204,2,412,1204
221500,7,1614,3,865,1614
142500,5,894,2,440,864
144000,5,2020,2,630,0
135000,6,1004,2,504,975
176000,7,1253,2,402,1237
175900,6,1603,2,484,761
187100,7,1430,2,605,1413
165500,5,1110,2,602,1097
128000,6,1484,0,0,742
161500,6,1342,2,457,1372
139000,5,1652,1,416,686
233000,7,2084,2,618,956
107900,4,901,1,281,901
187500,6,2087,2,444,832
160200,7,1145,2,397,1145
146800,6,1062,2,539,1029
269790,7,2013,2,455,1117
225000,8,1496,2,474,1496
194500,7,1895,2,409,712
171000,6,1564,2,476,650
143500,6,1285,2,528,660
110000,5,773,1,240,773
485000,9,3140,3,820,1926
175000,5,1768,1,240,731
200000,6,1688,2,603,616
109900,4,1196,2,440,1196
189000,7,1456,2,410,728
582933,9,2822,3,1020,1734
118000,5,1128,1,286,936
227680,7,1428,2,554,1417
135500,5,980,1,384,980
223500,5,1576,2,528,1324
159950,5,1086,2,484,1024
106000,5,2138,2,360,849
181000,6,1309,2,484,1040
144500,6,848,2,420,848
55993,5,1044,2,504,540
157900,6,1442,1,301,1442
116000,5,1250,1,280,686
224900,7,1661,2,598,1649
137000,5,1008,1,275,1008
271000,8,1689,3,857,1568
155000,6,1052,2,440,1010
224000,7,1358,2,484,1358
183000,7,1640,2,595,798
93000,4,936,2,576,936
225000,7,1733,2,433,847
139500,6,1489,1,240,778
232600,8,1489,2,776,1489
385000,10,2084,3,1220,2078
109500,5,784,0,0,784
189000,7,1434,2,527,1454
185000,5,2126,2,538,1013
147400,7,1223,2,480,600
166000,6,1392,2,458,1392
151000,7,1200,2,480,600
237000,7,1829,2,613,941
167000,6,1516,2,472,1516
139950,5,1144,2,456,1144
128000,4,1067,2,436,1067
153500,5,1559,2,812,1559
100000,6,987,1,264,483
144000,5,1099,1,352,1099
130500,5,1200,1,240,768
140000,6,1482,1,400,672
157500,5,1539,2,686,650
174900,6,1165,2,490,1127
141000,5,1800,0,0,1800
153900,5,1416,3,720,876
171000,5,1701,2,611,1390
213000,7,1775,2,425,740
133500,5,864,1,338,864
240000,6,2358,2,360,907
187000,6,1855,2,512,528
131500,6,848,2,420,848
215000,8,1456,2,400,1273
164000,7,1646,1,240,918
158000,6,1445,2,645,1127
170000,5,1779,2,454,1763
127000,5,1040,1,260,1040
147000,6,1026,2,576,940
174000,6,1481,2,343,702
152000,7,1370,2,479,1090
250000,6,2654,2,619,1054
189950,7,1426,1,216,912
131500,5,1039,2,504,1039
152000,6,1097,2,480,1040
132500,5,1148,1,672,1148
250580,7,1372,2,529,1372
148500,5,1002,2,902,1002
248900,8,1646,3,870,1638
129000,4,1120,2,544,1040
169000,5,2320,2,672,0
236000,7,1949,2,574,1050
109500,5,894,1,308,894
200500,6,1682,2,523,804
116000,5,910,2,414,105
133000,5,1268,1,288,832
66500,5,1131,1,200,676
303477,8,2610,2,550,1184
132250,4,1040,2,648,1064
350000,9,2224,3,738,1462
148000,5,1155,2,576,1109
136500,5,864,1,336,864
157000,5,1090,2,450,1090
187500,7,1717,2,400,1156
178000,6,1593,2,389,808
118500,4,2230,1,440,795
100000,5,892,1,288,892
328900,9,1709,2,506,1698
145000,5,1712,2,588,1626
135500,5,1393,1,300,816
268000,8,2217,2,621,2217
149500,6,1505,2,505,1505
122900,5,924,2,576,672
172500,6,1683,2,440,918
154500,6,1068,1,264,1059
165000,5,1383,1,354,1383
118858,5,1535,2,400,0
140000,6,1796,2,483,780
106500,4,951,1,327,951
142953,5,2240,2,528,0
611657,9,2364,3,820,2330
135000,5,1236,1,288,912
110000,4,858,1,684,858
153000,5,1306,1,756,992
180000,7,1509,2,393,783
240000,7,1670,3,690,1670
125500,5,902,1,288,876
128000,5,1063,1,280,1056
255000,8,1636,3,865,1623
250000,7,2057,1,180,1017
131000,5,902,2,484,864
174000,6,1484,2,390,742
154300,5,2274,2,480,1105
143500,5,1268,1,252,1268
88000,5,1015,1,450,768
145000,5,2002,3,871,1001
173733,6,1224,2,528,612
75000,4,1092,1,286,546
35311,2,480,1,308,480
135000,4,1229,1,284,1134
238000,7,2127,3,833,1104
176500,6,1414,2,601,1184
201000,6,1721,2,471,928
145900,5,2200,0,0,1272
169990,6,1316,2,397,1316
193000,6,1617,2,533,1604
207500,6,1686,2,612,1686
175000,5,1126,2,540,1126
285000,8,2374,3,656,1181
176000,7,1978,2,486,832
236500,8,1788,2,522,1753
222000,7,2236,2,642,964
201000,8,1466,3,610,1466
117500,5,925,1,429,925
320000,9,1905,3,788,1905
190000,7,1500,2,570,1500
242000,7,2069,2,505,585
79900,4,747,2,528,600
184900,7,1200,2,555,1176
253000,7,1971,2,689,1113
239799,7,1962,3,868,1391
244400,7,2403,1,349,1032
150900,6,1728,2,574,1728
214000,7,2060,2,390,992
150000,4,1440,0,0,1440
143000,5,1632,2,576,1632
137500,6,1344,2,525,819
124900,5,1869,2,456,1088
143000,5,1144,1,796,1144
270000,8,1629,3,808,1616
192500,7,1776,2,474,936
197500,6,1381,2,676,1161
129000,5,864,2,720,864
119900,5,965,1,300,828
133900,5,768,1,396,768
172000,5,1968,2,530,784
127500,6,980,0,0,945
145000,6,1958,2,492,979
124000,6,1229,2,462,561
132000,5,1057,2,576,1057
185000,7,1337,2,531,1337
155000,7,1416,2,484,696
116500,5,858,0,0,858
272000,6,2872,2,619,1330
155000,6,1548,2,440,804
239000,9,1800,2,702,1800
214900,7,1894,2,510,817
178900,6,1484,2,393,783
160000,5,1308,1,256,728
135000,5,1098,1,260,1098
37900,3,968,0,0,600
140000,6,1095,1,264,588
135000,4,1192,0,0,720
173000,7,1626,2,474,764
99500,6,918,1,264,918
182000,7,1428,2,480,1428
167500,7,2019,2,532,728
165000,7,1382,2,490,673
85500,4,869,0,0,440
199900,7,1241,2,569,1241
110000,4,894,2,400,894
139000,5,1121,2,480,1121
178400,7,999,2,588,944
336000,8,2612,3,676,1225
159895,7,1266,2,388,1266
255900,8,2290,2,779,1128
126000,5,1734,2,539,0
125000,5,1164,1,240,1164
117000,6,1635,1,255,485
395192,9,1940,3,606,1930
195000,6,2030,2,551,848
197000,7,1576,2,614,770
348000,8,2392,3,870,1396
168000,8,1742,2,424,916
187000,6,1851,2,440,822
173900,6,1500,2,564,750
337500,10,1718,3,786,1700
121600,4,1230,1,305,747
136500,5,1050,1,368,1050
185000,6,1442,2,615,1442
91000,3,1077,1,210,1007
206000,7,1208,2,632,1187
82000,3,944,2,528,0
86000,5,691,1,216,691
232000,8,1574,3,824,1574
136905,5,1680,2,528,1680
181000,7,1504,2,457,1346
149900,5,985,1,328,985
163500,6,1657,2,484,1657
88000,4,1092,1,286,546
240000,7,1710,2,550,1710
102000,5,1522,0,0,1008
135000,5,1271,1,312,720
100000,5,1664,0,0,0
165000,6,1502,1,180,602
85000,5,1022,1,280,1022
119200,6,1082,1,240,1082
227000,8,1665,2,528,810
203000,7,1504,2,478,1504
187500,8,1360,2,565,1220
160000,7,1472,2,402,384
213490,7,1506,2,440,1362
176000,4,1132,2,451,1132
194000,7,1220,2,632,1199
87000,5,1248,1,160,912
191000,7,1504,2,437,1346
287000,8,2898,2,665,1565
112500,5,882,2,461,882
167500,5,1264,2,461,1268
293077,8,1646,3,800,1638
105000,5,1376,1,240,768
118000,6,1218,1,264,672
160000,5,1928,0,0,686
197000,7,3082,2,672,824
310000,8,2520,3,796,1338
230000,7,1654,3,900,1654
119750,5,954,1,240,920
84000,4,845,1,290,0
315500,9,1620,3,912,1620
287000,8,2263,2,905,1055
97000,4,1344,0,0,546
80000,4,630,1,286,630
155000,5,1803,2,484,1134
173000,6,1632,2,484,800
196000,6,1306,2,624,1306
262280,7,2329,2,514,1475
278000,8,2524,2,542,2524
139600,3,1733,2,452,0
556581,9,2868,3,716,1992
145000,5,990,2,672,990
115000,5,1771,2,336,0
84900,4,930,1,308,0
176485,7,1302,2,436,1302
200141,7,1316,2,440,1316
165000,6,1977,2,540,816
144500,5,1526,1,364,1216
255000,8,1989,2,586,1065
180000,6,1523,2,478,1193
185850,7,1364,2,484,1364
248000,7,1850,2,467,973
335000,9,2184,3,836,1104
220000,6,1991,2,432,854
213500,8,1338,2,582,1338
81000,3,894,3,1248,894
90000,5,2337,2,560,662
110500,6,1103,2,440,1103
154000,5,1154,2,480,1154
328000,7,2260,2,533,1306
178000,6,1571,2,380,799
167900,6,1611,2,442,780
151400,6,2521,2,576,942
135000,5,893,2,576,845
135000,5,1048,1,286,1048
154000,6,1556,2,441,727
91500,5,1456,1,280,810
159500,6,1426,2,440,690
194000,7,1240,3,826,1240
219500,7,1740,1,240,800
170000,5,1466,2,566,796
138800,5,1096,1,299,1096
155900,6,848,2,420,848
126000,5,990,1,299,990
145000,6,1258,2,528,1258
133000,5,1040,1,308,1040
192000,7,1459,2,527,1459
160000,6,1251,1,461,1251
187500,6,1498,2,409,691
147000,6,996,2,564,936
83500,4,1092,1,286,546
252000,8,1953,3,1043,1082
137500,7,1709,2,380,970
197000,8,1247,2,550,1247
92900,3,1040,2,400,0
160000,7,1252,2,462,600
136500,6,1694,2,576,1181
146000,5,1200,2,884,864
129000,5,936,1,308,936
176432,6,1314,2,440,1314
127000,6,1355,0,0,684
170000,8,1088,2,461,1074
128000,4,1324,1,240,672
157000,7,1601,2,478,1271
60000,2,438,1,246,290
119500,5,950,1,280,950
135000,5,1134,1,254,1010
159500,6,1194,2,539,655
106000,5,1302,2,440,630
325000,8,2622,2,712,1463
179900,7,1442,2,719,910
274725,7,2021,2,422,868
181000,6,1690,2,463,924
280000,8,1836,3,862,1836
188000,6,1658,2,431,773
205000,7,1964,2,483,803
129900,5,816,1,308,816
134500,5,1008,1,240,1008
117000,5,833,1,326,833
318000,8,1734,3,928,1734
184100,8,1419,2,527,408
130000,5,894,2,450,894
140000,5,1601,1,300,533
133700,5,1040,1,286,1040
118400,6,1012,1,308,1012
212900,7,1552,3,782,1552
112000,4,960,1,288,672
118000,5,698,0,0,698
163900,7,1482,2,392,384
115000,4,1005,2,672,1005
174000,7,1555,3,660,1373
259000,7,1530,3,630,1530
215000,7,1959,2,434,847
140000,5,936,2,672,936
135000,4,1981,2,576,1122
93500,5,974,0,0,974
117500,6,2210,1,205,1008
239500,8,2020,2,466,1128
169000,6,1600,2,460,916
102000,6,986,1,180,960
119000,6,1252,1,288,1032
94000,5,1020,0,0,780
196000,6,1567,2,714,1567
144000,5,1167,2,495,915
139000,5,952,2,840,952
197500,5,1868,2,484,780
424870,8,2828,3,1052,1466
80000,5,1006,0,0,1006
80000,4,924,1,280,672
149000,5,1576,1,225,1042
180000,6,1298,2,403,1298
174500,7,1564,1,234,704
116900,7,1111,1,288,572
143000,7,1482,2,324,650
124000,6,932,1,306,932
149900,5,1466,2,528,1466
230000,6,1811,2,470,1073
120500,6,816,1,432,816
201800,7,1820,2,492,864
218000,5,1437,2,528,1437
179900,5,1265,2,502,1219
230000,7,1314,2,626,1314
235128,8,1580,3,830,1580
185000,6,1876,2,540,901
146000,6,1456,2,440,855
224000,6,1640,2,924,1296
129000,5,894,2,450,894
108959,4,1258,2,400,1198
194000,5,1432,2,588,1360
233170,7,1502,2,644,1502
245350,8,1694,3,776,1694
173000,6,1671,2,472,959
235000,6,2108,2,540,1127
625000,10,3627,3,807,1930
171000,6,1118,1,358,1096
163000,6,1261,2,433,1261
171900,7,1250,2,625,625
200500,5,3086,0,0,1598
239000,6,2345,2,360,952
285000,8,2872,2,541,1683
119500,5,923,1,264,876
115000,6,1224,1,210,818
154900,5,1343,1,186,731
93000,5,1124,0,0,0
250000,7,2514,2,693,1216
392500,8,1652,2,482,1600
745000,10,4476,3,813,2396
120000,5,1130,2,720,1120
186700,5,1572,3,995,1572
104900,5,1221,1,392,784
95000,3,1699,2,420,978
262000,8,1624,3,757,1624
195000,7,1660,2,493,831
189000,7,1804,2,442,994
168000,4,1622,4,1356,1249
174000,8,1441,2,492,776
125000,5,1472,1,250,702
165000,6,1224,2,402,1224
158000,6,1352,1,299,663
176000,6,1456,2,400,728
219210,7,1863,3,660,879
144000,7,1690,1,225,815
178000,7,1212,2,573,1212
148000,4,1382,2,459,1051
116050,4,864,1,280,864
197900,7,1779,2,546,866
117000,5,1348,1,216,884
213000,7,1630,2,451,1630
153500,5,1074,2,495,1056
271900,7,2196,3,701,2158
107000,4,1056,1,384,1056
200000,6,1700,2,544,1682
140000,5,1283,2,506,931
290000,8,1660,2,500,1660
189000,6,1845,2,462,1055
164000,8,1752,2,492,559
113000,4,672,1,234,672
145000,4,960,1,364,648
134500,5,999,1,300,925
125000,5,894,1,384,894
112000,6,1902,2,539,0
229456,8,1314,2,552,1300
80500,4,912,0,0,0
91500,6,1218,0,0,672
115000,5,912,1,288,912
134000,5,1211,1,322,952
143000,6,1846,1,315,1040
137900,5,2136,2,528,2136
184000,7,1490,2,388,788
145000,6,1138,1,264,588
214000,6,1933,3,668,894
147000,5,912,2,576,912
367294,9,1702,3,1052,1702
127000,5,1507,1,404,1075
190000,5,2620,2,600,1361
132500,5,1190,2,540,1106
101800,4,1224,2,462,0
142000,5,1188,2,531,1188
130000,5,1964,0,0,940
138887,5,1784,1,180,747
175500,7,1626,2,474,764
195000,7,1948,2,434,847
142500,6,1141,2,484,1141
265900,8,1484,2,472,1476
224900,7,1768,2,543,884
248328,7,1689,3,954,1689
170000,7,1173,2,528,1053
465000,10,2076,3,850,2076
230000,8,1517,2,400,792
178000,6,1868,2,477,585
186500,7,1553,2,615,756
169900,6,1034,3,888,1012
129500,6,2058,2,396,735
119000,5,988,1,276,876
244000,7,2110,2,522,2110
171750,7,1405,2,478,1405
130000,5,874,1,288,864
294000,7,2167,2,518,1192
165400,7,1656,2,397,746
127500,6,1367,1,560,884
301500,8,1987,2,691,1986
99900,5,864,0,0,864
190000,7,1166,2,400,856
151000,6,1054,2,460,1054
181000,6,1675,2,502,841
128900,5,1050,1,338,1050
161500,4,1788,1,304,1104
180500,6,1824,2,520,764
181000,6,1337,2,511,1405
183900,7,1452,2,506,691
122000,7,1889,1,308,925
378500,9,2018,3,746,2002
381000,8,3447,3,1014,728
144000,5,1524,1,315,874
260000,7,1524,2,586,1332
185750,6,1489,2,462,1489
137000,5,935,1,288,935
177000,6,1357,1,312,1019
139000,5,1250,2,552,661
137000,5,1920,2,400,928
162000,6,1395,2,497,723
197900,6,1724,2,480,1680
237000,8,2031,2,577,1128
68400,4,1128,2,528,698
227000,7,1573,2,544,1573
180000,7,1339,2,484,1309
150500,5,1040,2,484,1040
139000,6,1824,0,0,912
169000,6,2447,1,336,804
132500,6,1412,1,280,780
143000,6,1328,2,528,1328
190000,5,1582,2,390,1624
278000,8,1659,2,499,1501
281000,8,1970,3,753,1085
180500,5,1152,2,484,1152
119500,5,1302,1,264,630
107500,5,2372,1,432,994
162900,7,1664,2,528,832
115000,5,864,2,572,864
138500,5,1052,1,288,1052
155000,5,1128,2,525,1120
140000,6,1072,2,525,547
160000,10,5642,2,1418,6110
154000,5,1246,1,305,1246
225000,7,1983,2,490,978
177500,6,1494,1,213,771
290000,8,2526,3,844,1165
232000,7,1616,3,834,1616
130000,7,1708,2,380,976
325000,9,1652,2,840,1652
202500,7,1368,2,474,1368
138000,5,990,2,480,990
147000,5,1122,2,528,924
179200,6,1294,2,496,1278
335000,7,1902,2,567,1902
203000,7,1274,2,508,1274
302000,8,2810,2,750,1453
333168,9,2599,3,779,1393
119000,4,948,1,280,948
206900,6,2112,2,576,952
295493,8,1630,3,860,1622
208900,7,1352,2,466,1352
275000,8,1787,3,748,1753
111000,4,948,1,248,864
156500,6,1478,2,442,1478
72500,3,720,1,287,0
190000,7,1923,2,564,750
82500,4,708,0,0,420
147000,8,1795,3,895,1795
55000,4,796,0,0,796
79000,3,774,0,0,544
130500,5,816,1,264,816
256000,6,2792,2,520,1510
176500,7,1632,2,462,935
227000,8,1588,3,825,1588
132500,5,954,2,576,911
100000,4,816,1,288,816
125500,5,1360,1,297,803
125000,5,1365,2,440,765
167900,6,1334,2,630,1350
135000,5,1656,2,506,1656
52500,4,693,0,0,693
200000,7,1861,2,492,916
128500,5,864,1,288,864
123000,4,872,4,480,858
155000,6,1114,2,576,1114
228500,8,2169,2,647,1284
177000,6,1913,2,342,896
155835,7,1456,2,440,728
108500,4,960,1,308,960
262500,7,2156,2,508,1568
283463,8,1776,3,712,1732
215000,7,1494,2,514,1482
122000,8,2358,0,0,684
200000,5,2634,4,968,1248
171000,6,1716,2,490,858
134900,6,1176,2,624,698
410000,8,3238,3,666,2033
235000,7,1865,3,839,992
170000,7,1920,2,487,570
110000,5,892,1,264,864
149900,5,1078,2,500,1078
177500,6,1573,2,440,756
315000,9,1980,3,770,1980
189000,5,2601,2,621,612
260000,7,1530,2,430,1530
104900,4,1738,1,368,715
156932,6,1412,2,432,616
144152,7,1200,2,480,600
216000,7,1674,2,663,814
193000,7,1790,2,588,873
127000,5,1475,1,336,757
144000,6,848,2,420,848
232000,8,1668,2,502,1657
105000,4,1374,1,338,840
165500,6,1661,1,377,992
274300,7,2097,2,583,1108
466500,10,2633,3,804,2633
250000,7,1958,3,936,1026
239000,8,1571,3,722,1571
91000,6,790,1,160,768
117000,5,1604,2,660,984
83000,6,987,1,264,483
167500,5,1394,2,400,384
58500,3,864,1,200,864
237500,6,2117,2,550,1205
157000,7,1762,2,576,596
112000,5,1416,2,576,816
105000,6,1258,1,280,560
125500,4,1154,1,240,796
250000,7,2784,2,564,1392
136000,6,2526,1,216,714
377500,9,1746,3,758,1746
131000,6,1218,2,440,735
235000,7,1525,2,541,1525
124000,5,1584,3,792,1584
123000,5,900,1,288,864
163000,6,1912,2,672,482
246578,7,1500,3,648,1356
281213,8,2482,3,642,1094
160000,5,1687,2,572,747
137500,5,1513,1,180,939
138000,5,1904,1,240,1208
137450,6,1608,1,216,976
120000,6,1158,1,208,862
193000,6,1593,2,398,839
193879,7,1294,2,662,1286
282922,8,1464,3,754,1485
105000,3,1214,3,936,672
275000,8,1646,2,482,1594
133000,5,768,2,396,768
112000,5,833,0,0,833
125500,4,1363,2,528,622
215000,7,2093,2,542,791
230000,7,1840,2,622,944
140000,6,1668,1,271,856
90000,4,1040,2,420,0
257000,8,1844,2,620,1844
207000,6,1848,2,370,833
175900,7,1569,3,660,1386
122500,4,2290,2,560,777
340000,8,2450,3,1069,1284
124000,5,1144,1,336,1144
223000,6,1844,2,540,1844
179900,6,1416,2,776,708
127500,6,1069,2,440,1069
136500,6,848,2,420,848
274970,6,2201,2,432,697
144000,5,1344,1,484,1024
142000,6,1252,2,528,1252
271000,7,2127,2,525,1223
140000,5,1558,1,288,913
119000,5,804,1,240,788
182900,6,1440,2,467,1440
192140,5,1838,2,372,732
143750,6,958,2,440,958
64500,4,968,1,216,656
186500,6,1792,2,451,936
160000,5,1126,2,484,1126
174000,6,1537,2,462,1319
120500,4,864,2,528,864
394617,8,1932,3,774,1932
149700,6,1236,2,923,912
197000,7,1725,2,550,539
191000,6,2555,2,672,588
149300,6,848,2,420,848
310000,10,2007,3,812,1017
121000,6,952,1,192,952
179600,7,1422,2,626,1422
129000,6,913,1,240,814
157900,5,1188,1,312,1188
240000,8,2090,2,556,1220
112000,4,1346,1,384,560
92000,5,630,0,0,630
136000,5,1792,0,0,896
287090,8,1578,3,840,1573
145000,5,1072,2,525,547
84500,5,1140,0,0,1140
185000,7,1221,2,400,1221
175000,6,1647,2,460,953
210000,6,2073,2,500,1542
266500,7,2340,1,252,1152
142125,5,1078,1,240,1078
147500,5,1256,1,276,1256